WigleWifi-1.4,appRelease=2.42,model=Freifunk,release=8.1.0,device=dummy,display=OPM8.190305.001-myself5@M5TR,board=MSM8974,brand=Freifunk
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
7e:df:6a:5a:7a:78,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.78098416,7.20694005,0,0,WIFI
5a:0f:66:65:11:98,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.85779046,7.2230655,0,0,WIFI
be:17:ed:56:7e:50,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.70154413,7.04301417,0,0,WIFI
22:58:c0:21:d0:a0,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.77961,7.09516,0,0,WIFI
92:73:2a:8e:66:60,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.7051728,7.0202748,0,0,WIFI
66:ee:04:62:80:08,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.87035185,7.23147422,0,0,WIFI
ba:97:4c:58:45:68,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.82867296,7.12569058,0,0,WIFI
8e:fe:30:e8:5d:b8,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.830007,6.896382,0,0,WIFI
96:51:50:19:59:d8,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.76367,7.17067,0,0,WIFI
9a:47:d7:65:61:68,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.62602593,6.94925755,0,0,WIFI
a2:7a:a4:be:24:18,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.61987107,7.02261731,0,0,WIFI
52:68:59:d6:2a:58,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.81657485,7.15612024,0,0,WIFI
0a:e7:ab:6f:01:70,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.6263237,6.95472658,0,0,WIFI
a6:73:41:d7:0a:90,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.75938,7.16691,0,0,WIFI
be:b5:7c:22:01:40,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.83,6.89652,0,0,WIFI
1a:f2:02:dd:2c:70,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.81995382,7.17875004,0,0,WIFI
da:b5:7c:5c:8f:48,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.8270081,7.1275574,0,0,WIFI
4a:e7:0f:4c:8b:00,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.82239216,7.26244301,0,0,WIFI
b2:85:5a:90:79:d0,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.802264,7.192669,0,0,WIFI
7e:86:bd:4d:1f:50,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.82535053,7.11160094,0,0,WIFI
e6:ff:a1:2b:cd:88,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.77011541,7.20168829,0,0,WIFI
7e:ee:e4:10:27:30,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.62002763,6.94188416,0,0,WIFI
3e:ce:d3:72:f3:c0,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.62140433,6.96346521,0,0,WIFI
66:25:4e:51:8d:08,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.81305665,7.14284733,0,0,WIFI
92:08:0d:37:13:e0,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.6273,7.03977,0,0,WIFI
56:79:06:54:ad:e0,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.62633391,6.95461124,0,0,WIFI
1e:00:61:f4:52:08,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.80061884,7.12911844,0,0,WIFI
7e:1d:03:57:86:80,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.75861,7.16478,0,0,WIFI
c6:a3:77:f6:9e:d0,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.62423758,6.9492656,0,0,WIFI
fa:65:5c:3c:15:10,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.625377,6.954907,0,0,WIFI
fe:3e:ee:2e:fb:20,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.80477362,7.15370894,0,0,WIFI
3a:d9:89:1f:27:18,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.89489,7.2686,0,0,WIFI
46:25:52:ac:56:a8,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.81501915,7.15698391,0,0,WIFI
3a:27:1c:da:87:70,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.81761195,7.16510832,0,0,WIFI
26:7a:9a:53:38:78,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.77956974,7.09523946,0,0,WIFI
36:f2:55:2d:b5:48,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.7851,7.188,0,0,WIFI
46:0f:41:c1:8c:7c,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.79549,7.19072,0,0,WIFI
c6:56:87:03:40:d0,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.81269906,7.17263728,0,0,WIFI
3a:4d:e8:c6:79:d8,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.7930135,7.20681667,0,0,WIFI
92:cc:b1:8b:d5:e0,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.98464513,6.94231063,0,0,WIFI
22:2e:ac:0b:70:28,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.625704,7.0198183,0,0,WIFI
96:3e:ff:cc:82:80,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.79697,7.68867,0,0,WIFI
aa:11:c6:96:77:88,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,51.019162,6.758535,0,0,WIFI
ce:e8:56:f8:ef:98,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.62436,6.94893,0,0,WIFI
5a:db:5b:a8:5b:e0,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.830435,7.114563,0,0,WIFI
a2:3e:0b:f3:88:80,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.627976,6.95138,0,0,WIFI
b2:cc:05:61:13:a8,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.80250219,7.13104695,0,0,WIFI
4e:94:25:3d:e9:28,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.580142,6.94665313,0,0,WIFI
16:8f:63:b6:62:98,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.77970203,7.09575176,0,0,WIFI
a6:39:c5:60:41:20,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.853545,7.248722,0,0,WIFI
4a:89:7a:ba:e2:f8,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.85346599,7.24807978,0,0,WIFI
a2:d4:21:93:b3:88,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.63810267,6.92357482,0,0,WIFI
82:f3:15:b2:51:40,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.83970764,7.2091502,0,0,WIFI
72:6b:17:bd:ec:58,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.84005656,7.20918238,0,0,WIFI
8a:9e:ed:78:aa:98,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.796747,7.690204,0,0,WIFI
86:de:9b:9b:40:08,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.7902803,7.10679173,0,0,WIFI
8a:b1:de:73:6d:18,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.8629881,7.21388698,0,0,WIFI
d6:4c:fa:c1:a8:f8,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.82083666,7.26388335,0,0,WIFI
f2:9b:cd:88:ec:b0,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.6258,6.94813,0,0,WIFI
7e:ad:36:80:97:10,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.84279024,7.21579671,0,0,WIFI
c6:95:dc:ad:66:d0,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.64521537,7.35300243,0,0,WIFI
7a:cb:8c:06:53:f8,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.830047,6.896472,0,0,WIFI
ee:b6:69:7d:f8:c8,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.62323703,6.92785352,0,0,WIFI
aa:10:42:75:ca:80,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.842019,7.214812,0,0,WIFI
ea:92:39:e9:9f:28,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.801981,7.131218,0,0,WIFI
d6:a1:1b:d6:99:f8,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.62377645,6.94306433,0,0,WIFI
96:f5:e6:5f:33:f0,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.84048452,7.21262634,0,0,WIFI
56:31:75:9b:04:00,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.62002593,6.96229577,0,0,WIFI
b2:e7:13:98:39:e0,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.625809,6.948659,0,0,WIFI
e2:32:b6:6e:97:80,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.81254,7.18295,0,0,WIFI
b6:43:55:c2:24:28,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.6199017,6.96392119,0,0,WIFI
02:3e:ba:84:db:80,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.84093562,7.20515639,0,0,WIFI
6e:06:a7:24:04:a8,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.840079,7.210066,0,0,WIFI
66:f2:85:f3:dd:80,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.79726,7.206444,0,0,WIFI
02:0a:c8:8a:c0:c0,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.61966,7.04039,0,0,WIFI
9a:7f:c8:49:7d:00,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.85534,7.20042,0,0,WIFI
26:07:23:f1:db:f8,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.84284,7.34549,0,0,WIFI
e6:a4:92:e6:a0:bc,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.79698417,7.19559968,0,0,WIFI
0a:ef:7c:bf:b2:18,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.79801,7.216452,0,0,WIFI
de:7a:bf:d8:0b:14,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.78505,7.1879,0,0,WIFI
b2:c2:f2:a8:d6:10,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.83986855,7.20901072,0,0,WIFI
c6:33:64:bb:8e:e0,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.84005486,7.21020967,0,0,WIFI
ce:53:ca:e1:9f:d8,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.62207309,7.02308267,0,0,WIFI
3e:e8:1a:8d:7f:68,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.8180553,7.0347097,0,0,WIFI
b6:86:11:87:04:68,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.83368477,7.2751781,0,0,WIFI
56:31:7f:a5:24:d8,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.82241176,7.26256907,0,0,WIFI
ee:98:2e:c8:63:00,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.634692,6.948653,0,0,WIFI
d2:07:59:79:82:c0,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.757581,7.173089,0,0,WIFI
46:73:55:40:49:00,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.81509,7.15392,0,0,WIFI
aa:90:c4:b5:30:68,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.8286323,7.12591588,0,0,WIFI
02:2c:9f:10:64:b0,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.6233102,6.92782402,0,0,WIFI
7a:00:46:ff:15:c8,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.81403283,7.16097772,0,0,WIFI
